Company Name,Count,Percentage Allocation,Asset Type
Craftsman Automation Ltd.,5,7.51,Equity
Angel One Ltd. (Erstwhile Angel Broking Ltd.),6,7.34,Equity
The Phoenix Mills Ltd.,4,7.34,Equity
Birla Corporation Ltd.,6,7.28,Equity
Kalpataru Projects International Ltd.,6,7.279999999999999,Equity
Kajaria Ceramics Ltd.,7,7.21,Equity
ZF Commercial Vehicle Control Systems India Ltd.,5,7.12,Equity
Mahindra Lifespace Developers Ltd.,6,7.09,Equity
Voltamp Transformers Ltd.,5,7.0,Equity
Kirloskar Pneumatic Company Ltd.,7,6.75,Equity
Finolex Industries Ltd.,6,6.75,Equity
NLC India Ltd.,5,6.72,Equity
Rainbow Childrens Medicare Ltd.,7,6.72,Equity
Safari Industries (India) Ltd.,4,6.699999999999999,Equity
V-Guard Industries Ltd.,5,6.65,Equity
SJVN Ltd.,4,6.64,Equity
Orient Electric Ltd.,8,6.61,Equity
Jamna Auto Industries Ltd.,7,6.54,Equity
V-Mart Retail Ltd.,9,6.52,Equity
Syrma SGS Technology Ltd.,4,6.28,Equity
Triveni Engineering & Industries Ltd.,4,6.28,Equity
Rategain Travel Technologies Ltd.,4,6.2299999999999995,Equity
Sonata Software Ltd.,4,6.170000000000001,Equity
GMM Pfaudler Ltd.,7,6.1,Equity
VRL Logistics Ltd.,6,6.02,Equity
Concord Biotech Ltd.,8,5.95,Equity
Eris Lifesciences Ltd.,4,5.92,Equity
Fine Organic Industries Ltd.,8,5.89,Equity
Finolex Cables Ltd.,6,5.84,Equity
MTAR Technologies Ltd.,6,5.84,Equity
Anand Rathi Wealth Ltd.,7,5.82,Equity
KFIN Technologies Ltd.,6,5.76,Equity
Neogen Chemicals Ltd.,5,5.73,Equity
Jio Financial Services Ltd.,3,5.72,Equity
Deepak Nitrite Ltd.,4,5.68,Equity
Bharat Dynamics Ltd.,7,5.67,Equity
BEML Ltd.,4,5.64,Equity
Nippon Life India Asset Management Ltd.,4,5.55,Equity
Chemplast Sanmar Ltd.,4,5.52,Equity
Electronics Mart India Ltd.,4,5.48,Equity
NCC Ltd.,6,5.48,Equity
Garware Hi-Tech Films Ltd.,2,5.47,Equity
Elgi Equipments Ltd.,3,5.38,Equity
The Federal Bank Ltd.,4,5.38,Equity
Metro Brands Ltd.,4,5.300000000000001,Equity
Ujjivan Financial Services Ltd.,5,5.27,Equity
Shoppers Stop Ltd.,5,5.26,Equity
VIP Industries Ltd.,6,5.26,Equity
Quess Corp Ltd.,3,5.24,Equity
S.J.S. Enterprises Ltd.,5,5.21,Equity
Sansera Engineering Ltd.,4,5.07,Equity
E.I.D. Parry India Ltd.,5,5.04,Equity
Sapphire Foods India Ltd.,5,5.03,Equity
Karnataka Bank Ltd.,4,5.03,Equity
Sobha Ltd.,5,5.0,Equity
Chalet Hotels Ltd.,3,4.95,Equity
UTI Asset Management Company Ltd.,4,4.91,Equity
La Opala RG Ltd.,5,4.88,Equity
Jindal Stainless Ltd.,3,4.77,Equity
Amber Enterprises India Ltd.,4,4.7,Equity
Gujarat State Petronet Ltd.,5,4.59,Equity
Metropolis Healthcare Ltd.,5,4.55,Equity
Prince Pipes & Fittings Ltd.,3,4.54,Equity
Moldtek Packaging Ltd.,4,4.529999999999999,Equity
Eureka Forbes Ltd.,4,4.5,Equity
EPL Ltd. (Erstwhile Essel Propack Ltd.),5,4.4799999999999995,Equity
Ethos Ltd.,3,4.45,Equity
Piramal Pharma Ltd.,4,4.39,Equity
Computer Age Management Services Ltd.,5,4.380000000000001,Equity
Net Receivables/(Payable),16,4.37,Others
Indiamart Intermesh Ltd.,4,4.34,Equity
Gateway Distriparks Ltd.,4,4.29,Equity
Apollo Pipes Ltd.,5,4.22,Equity
First Source Solutions Ltd.,4,4.16,Equity
Greenply Industries Ltd.,5,4.13,Equity
Coal India Ltd.,3,4.11,Equity
ICICI Bank Ltd.,3,4.109999999999999,Equity
Wonderla Holidays Ltd.,3,3.99,Equity
UNO Minda Ltd.,4,3.96,Equity
Aavas Financiers Ltd. (Erstwhile A U Housing Finance),3,3.94,Equity
ICRA Ltd.,3,3.94,Equity
Nitin Spinners Ltd.,4,3.93,Equity
TTK Prestige Ltd.,4,3.93,Equity
Vedant Fashions Pvt. Ltd.,4,3.91,Equity
Keystone Realtors Ltd,4,3.88,Equity
Godrej Industries Ltd.,2,3.85,Equity
Welspun Corporation Ltd.,2,3.84,Equity
Elantas Beck India Ltd.,2,3.84,Equity
Stylam Industries Ltd.,3,3.82,Equity
Suzlon Energy Ltd.,4,3.7800000000000002,Equity
Avalon Technologies Ltd,4,3.7800000000000002,Equity
BASF India Ltd.,2,3.75,Equity
Ion Exchange (India) Ltd.,3,3.7199999999999998,Equity
Affle (India) Ltd.,5,3.7199999999999998,Equity
Emami Ltd.,4,3.71,Equity
Zomato Ltd.,4,3.6799999999999997,Equity
Greenpanel Industries Ltd.,3,3.67,Equity
Vardhman Textiles Ltd.,4,3.66,Equity
Graphite India Ltd.,5,3.66,Equity
MM Forgings Ltd.,4,3.63,Equity
Schaeffler India Ltd.,3,3.63,Equity
Senco Gold Ltd.,2,3.63,Equity
Vijaya Diagnostic Centre Ltd.,3,3.6,Equity
Coforge Ltd.,3,3.59,Equity
Nuvoco Vistas Corporation Ltd.,4,3.59,Equity
The Ramco Cements Ltd.,5,3.58,Equity
Campus Activewear Ltd.,5,3.5700000000000003,Equity
Spandana Sphoorty Financial Ltd.,2,3.54,Equity
Ultratech Cement Ltd.,2,3.5,Equity
The Great Eastern Shipping Company Ltd.,3,3.49,Equity
Kennametal India Ltd.,1,3.49,Equity
Alembic Pharmaceuticals Ltd.,4,3.47,Equity
Bajaj Electricals Ltd.,3,3.4699999999999998,Equity
Tejas Networks Ltd.,3,3.4699999999999998,Equity
Carysil Ltd.,2,3.46,Equity
Prudent Corporate Advisory Services Ltd.,4,3.46,Equity
SAI Silks (Kalamandir) Ltd.,6,3.45,Equity
Nilkamal Ltd.,2,3.37,Equity
IPCA Laboratories Ltd.,2,3.35,Equity
Ami Organics Ltd.,3,3.3499999999999996,Equity
HDFC Bank Ltd.,2,3.34,Equity
Titagarh Railsystems Ltd.,3,3.34,Equity
Grasim Industries Ltd.,3,3.33,Equity
Aster DM Healthcare Ltd.,4,3.32,Equity
Zensar Technologies Ltd.,3,3.31,Equity
Garware Technical Fibres Ltd.,2,3.3,Equity
Data Patterns (India) Ltd.,5,3.2800000000000002,Equity
Kalyan Jewellers India Ltd.,2,3.27,Equity
Repo,1,3.23,Others
Treasury Bill (91D),7,3.22,Others
Engineers India Ltd.,3,3.19,Equity
Tega Industries Ltd.,3,3.16,Equity
Vesuvius India Ltd.,3,3.15,Equity
Solar Industries India Ltd.,2,3.0999999999999996,Equity
Mahanagar Gas Ltd.,2,3.09,Equity
VST Tillers Tractors Ltd.,4,3.05,Equity
Indoco Remedies Ltd.,5,3.04,Equity
IRB Infrastructure Developers Ltd.,1,3.03,Equity
Larsen & Toubro Ltd.,2,3.0,Equity
Archean Chemical Industries Ltd.,5,2.99,Equity
Krsnaa Diagnostics Ltd.,3,2.96,Equity
Fusion Micro Finance Ltd.,3,2.96,Equity
Canara Bank,2,2.95,Equity
Atul Ltd.,3,2.95,Equity
Hawkins Cooker Ltd.,3,2.94,Equity
Dodla Dairy Ltd.,2,2.92,Equity
Sundram Fasteners Ltd.,4,2.92,Equity
Cummins India Ltd.,2,2.91,Equity
SBFC Finance Ltd.,3,2.91,Equity
Gujarat Pipavav Port Ltd.,2,2.8600000000000003,Equity
Sun Pharmaceuticals Ind Ltd.,3,2.83,Equity
Honasa Consumer Ltd.,6,2.83,Equity
Esab India Ltd.,2,2.8,Equity
Divgi Torq Transfer Systems Pvt Ltd,3,2.79,Equity
Arvind Fashions Ltd.,2,2.75,Equity
Hindustan Copper Ltd.,1,2.74,Equity
LIC Housing Finance Ltd.,2,2.74,Equity
Cholamandalam Investment & Finance Company Ltd.,3,2.72,Equity
Bharat Bijlee Ltd.,2,2.71,Equity
Suprajit Engineering Ltd.,2,2.71,Equity
Manappuram Finance Ltd.,2,2.7,Equity
Asahi India Glass Ltd.,4,2.69,Equity
Aegis Logistics Ltd.,2,2.68,Equity
PNB Housing Finance Ltd.,3,2.66,Equity
EIH Ltd.,2,2.6500000000000004,Equity
Mangalore Refinery & Petrochemicals Ltd.,2,2.65,Equity
Bharat Forge Ltd.,2,2.6399999999999997,Equity
Syngene International Ltd.,2,2.62,Equity
Chambal Fertilisers & Chemicals Ltd.,3,2.61,Equity
Poly Medicure Ltd.,2,2.6,Equity
Adani Power Ltd.,1,2.6,Equity
Inox Wind Ltd.,3,2.59,Equity
Hindustan Petroleum Corporation Ltd.,3,2.56,Equity
Jtekt India Ltd.,3,2.54,Equity
Indian Renewable Energy Development Agency (Ireda),6,2.5100000000000002,Equity
Texmaco Rail & Engineering Ltd.,2,2.51,Equity
IIFL Finance Ltd. (Erstwhile India Infoline Finance Limited),2,2.51,Equity
Tata Elxsi Ltd.,2,2.49,Equity
Kolte Patil Developers Ltd.,2,2.49,Equity
Just Dial Ltd.,3,2.4899999999999998,Equity
Gabriel India Ltd.,2,2.48,Equity
Orient Cement Ltd.,4,2.46,Equity
Kirloskar Ferrous Industries Ltd.,4,2.46,Equity
Honda India Power Products Ltd.,2,2.45,Equity
Rossari Biotech Ltd.,4,2.45,Equity
Lakshmi Machine Works Ltd.,3,2.45,Equity
ITC Ltd.,2,2.45,Equity
S.P. Apparels Ltd.,5,2.44,Equity
VST Industries Ltd.,4,2.43,Equity
G R Infraprojects Ltd.,3,2.4,Equity
Axis Bank Ltd.,3,2.37,Equity
Zee Entertainment Enterprises Ltd.,2,2.37,Equity
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),2,2.35,Equity
Aether Industries Ltd.,4,2.34,Equity
Amara Raja Batteries Ltd.,2,2.34,Equity
Dhanuka Agritech Ltd.,2,2.34,Equity
Netweb Technologies India Ltd.,4,2.34,Equity
Dalmia Bharat Ltd.,2,2.33,Equity
PG Electroplast Ltd.,3,2.3200000000000003,Equity
TVS Srichakra Ltd.,2,2.31,Equity
Linde India Ltd.,2,2.31,Equity
Landmark Cars Ltd.,4,2.3,Equity
Fortis Healthcare Ltd.,3,2.29,Equity
Somany Ceramics Ltd.,2,2.2800000000000002,Equity
Redington (India) Ltd.,1,2.28,Equity
Rajratan Global Wire Ltd.,2,2.23,Equity
Sona Blw Precision Forgings Ltd.,3,2.23,Equity
Route Mobile Ltd.,2,2.22,Equity
Aurobindo Pharma Ltd.,3,2.2,Equity
Natco Pharma Ltd.,2,2.2,Equity
Crompton Greaves Consumer Electrcials Ltd.,1,2.19,Equity
Other Margin,1,2.18,Debt
Happiest Minds Technologies Ltd.,1,2.17,Equity
Welspun India Ltd.,2,2.16,Equity
FDC Ltd.,5,2.16,Equity
Motherson Sumi Wiring India Ltd.,4,2.1500000000000004,Equity
Aeroflex Industries Ltd.,3,2.13,Equity
Isgec Heavy Engineering Ltd.,3,2.12,Equity
The Supreme Industries Ltd.,2,2.1100000000000003,Equity
Greenlam Industries Ltd.,3,2.11,Equity
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),3,2.1,Equity
Thangamayil Jewellery Ltd.,2,2.0999999999999996,Equity
Bharti Airtel Ltd.,2,2.09,Equity
Bharat Electronics Ltd.,1,2.09,Equity
Hindware Home Innovation Ltd.,2,2.07,Equity
National Aluminium Company Ltd.,3,2.06,Equity
Escorts Kubota Ltd.,2,2.06,Equity
The Jammu & Kashmir Bank Ltd.,2,2.05,Equity
Kewal Kiran Clothing Ltd.,3,2.05,Equity
Ganesha Ecosphere Ltd.,3,2.04,Equity
PB Fintech Ltd.,3,2.04,Equity
Kirloskar Brothers Ltd.,3,2.0300000000000002,Equity
Max Financial Services Ltd.,2,2.02,Equity
Agro Tech Foods Ltd.,1,2.01,Equity
Jubilant Ingrevia Ltd.,1,1.99,Equity
Ingersoll-Rand  Ltd.,2,1.9899999999999998,Equity
Maharashtra Seamless Ltd.,1,1.98,Equity
Time Technoplast Ltd.,1,1.98,Equity
Hero Motocorp Ltd.,2,1.9700000000000002,Equity
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,2,1.9700000000000002,Equity
Subros Ltd.,4,1.96,Equity
Nesco Ltd.,3,1.9500000000000002,Equity
Genus Power Infrastructures Ltd.,2,1.95,Equity
Healthcare Global Enterprises Ltd.,1,1.95,Equity
Bharat Heavy Electricals Ltd.,2,1.94,Equity
Tatva Chintan Pharma Chem Ltd.,3,1.94,Equity
Sandhar Technologies Ltd.,3,1.94,Equity
Punjab National Bank,1,1.94,Equity
Vishnu Chemicals Ltd.,3,1.9000000000000001,Equity
Bank Of Baroda,2,1.9,Equity
Max Healthcare Institute Ltd.,2,1.89,Equity
Marksans Pharma Ltd.,1,1.88,Equity
Avanti Feeds Ltd.,3,1.88,Equity
Sunteck Realty Ltd.,2,1.8599999999999999,Equity
Protean Egov Technologies Ltd.,2,1.8199999999999998,Equity
Ghcl Ltd.,2,1.81,Equity
Usha Martin Ltd.,1,1.81,Equity
Polycab India Ltd.,1,1.8,Equity
Bharat Rasayan Ltd.,2,1.7999999999999998,Equity
CESC Ltd.,1,1.79,Equity
Supreme Petrochem Ltd.,2,1.78,Equity
Allcargo Logistics Ltd.,1,1.77,Equity
Mayur Uniquoters Ltd.,2,1.76,Equity
LT Foods Ltd.,1,1.75,Equity
PI Industries Ltd.,2,1.74,Equity
MOIL Ltd.,2,1.74,Equity
Cyient DLM Ltd.,3,1.7200000000000002,Equity
Huhtamaki India Ltd.,1,1.71,Equity
Shyam Metalics & Energy Ltd.,1,1.71,Equity
Mastek Ltd.,1,1.71,Equity
Sudarshan Chemical Industries Ltd.,2,1.71,Equity
Shaily Engineering Plastics Ltd.,1,1.71,Equity
The Indian Hotels Company Ltd.,2,1.7,Equity
Power Finance Corporation Ltd.,1,1.69,Equity
STAR HEALTH & ALLIED INSURANCE COMPANY Ltd.,1,1.68,Equity
H.G. Infra Engineering Ltd.,2,1.67,Equity
Aptus Value Housing Finance India Ltd.,1,1.66,Equity
Paradeep Phosphates Ltd.,2,1.65,Equity
Samhi Hotels Ltd.,1,1.64,Equity
Heritage Foods Ltd.,3,1.6300000000000001,Equity
Treasury Bill (182D),3,1.6300000000000001,Others
Abbott India Ltd.,2,1.6,Equity
Maruti Suzuki India Ltd.,2,1.6,Equity
Bajaj Finance Ltd.,2,1.58,Equity
GE T&D India Ltd.,1,1.57,Equity
HEG Ltd.,1,1.57,Equity
HFCL Ltd.,1,1.54,Equity
Railtel Corporation Of India Ltd.,1,1.54,Equity
Endurance Technologies Ltd.,2,1.53,Equity
Orchid Pharma Ltd.,2,1.51,Equity
Power Mech Projects Ltd.,3,1.51,Equity
Gujarat Fluorochemicals Ltd.,3,1.48,Equity
Shipping Corporation of India Ltd.,1,1.47,Equity
Hikal Ltd.,1,1.47,Equity
Delta Corp Ltd.,1,1.46,Equity
Lumax Auto Technologies Ltd.,2,1.45,Equity
Ujjivan Small Finance Bank Ltd.,2,1.45,Equity
Dreamfolks Services Ltd.,1,1.44,Equity
Tata Motors Ltd.,1,1.43,Equity
Aarti Drugs Ltd.,1,1.42,Equity
Trent Ltd.,1,1.41,Equity
Sula Vineyards Ltd.,1,1.41,Equity
Hindalco Industries Ltd.,1,1.41,Equity
Nocil Ltd.,3,1.4,Equity
Hatsun Agro Product Ltd.,1,1.4,Equity
Swaraj Engines Ltd.,1,1.39,Equity
Gujarat State Fertilizers & Chemicals Ltd.,1,1.37,Equity
J M Financial Ltd.,3,1.37,Equity
Ltimindtree Ltd.,2,1.3699999999999999,Equity
Kalyani Steels Ltd.,1,1.36,Equity
Indian Energy Exchange Ltd.,2,1.35,Equity
Oil India Ltd.,2,1.35,Equity
Bosch Ltd.,1,1.34,Equity
RITES Ltd.,2,1.3399999999999999,Equity
Tata Technologies Ltd.,7,1.33,Equity
IRM Energy Ltd.,4,1.32,Equity
Action Construction Equipment Ltd.,1,1.32,Equity
TVS Holdings Ltd.,2,1.31,Equity
Rallis India Ltd.,2,1.31,Equity
Five-Star Business Finance Ltd.,1,1.3,Equity
Thomas Cook (India) Ltd.,1,1.3,Equity
NIIT Learning Systems Ltd.,2,1.3,Equity
Varroc Engineering Pvt. Ltd.,1,1.28,Equity
TVS Motor Company Ltd.,1,1.27,Equity
Mahindra Logistics Ltd.,2,1.27,Equity
Shanthi Gears Ltd.,1,1.26,Equity
Whirlpool of India Ltd.,2,1.26,Equity
Repco Home Finance Ltd.,2,1.25,Equity
JSW Infrastructure Ltd. (Erstwhile Sarvoday Advisory Services Pvt. Ltd.),1,1.23,Equity
Zydus Wellness Ltd.,2,1.22,Equity
Indusind Bank Ltd.,1,1.22,Equity
Alicon Castalloy Ltd.,2,1.22,Equity
Thermax Ltd.,2,1.22,Equity
Restaurant Brands Asia Ltd.,2,1.22,Equity
Ask Automotive Ltd.,2,1.19,Equity
Glenmark Life Sciences Ltd.,2,1.19,Equity
Bandhan Bank Ltd.,2,1.19,Equity
Rishabh Instruments Ltd.,3,1.19,Equity
Clean Science & Technology Ltd.,3,1.18,Equity
Vinati Organics Ltd.,1,1.17,Equity
Mankind Pharma Ltd.,2,1.17,Equity
Tata Coffee Ltd.,2,1.16,Equity
Hindustan Aeronautics Ltd.,1,1.16,Equity
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),1,1.15,Equity
Dr Lal PathLabs Ltd.,1,1.14,Equity
Bajaj Consumer Care Ltd.,2,1.13,Equity
Info Edge (India) Ltd.,1,1.13,Equity
Ashoka Buildcon Ltd.,2,1.12,Equity
Sundaram Finance Ltd.,2,1.12,Equity
Intellect Design Arena Ltd.,1,1.11,Equity
Akzo Nobel India Ltd.,1,1.11,Equity
Utkarsh Small Finance Bank Ltd.,1,1.1,Equity
Transport Corporation Of India Ltd.,2,1.1,Equity
Taj G V K Hotels & Resorts Ltd.,2,1.0999999999999999,Equity
Updater Services Ltd.,2,1.09,Equity
Page Industries Ltd.,1,1.09,Equity
Sagar Cements Ltd.,1,1.09,Equity
TV18 Broadcast Ltd.,1,1.09,Equity
Treasury Bill (364D),4,1.09,Others
Union Bank Of India,2,1.08,Equity
Interglobe Aviation Ltd.,1,1.07,Equity
Man Infraconstruction Ltd.,1,1.06,Equity
Gland Pharma Ltd.,2,1.06,Equity
Mazagon Dock Shipbuilders Ltd.,1,1.06,Equity
Strides Pharma Science Ltd.,1,1.05,Equity
Zaggle Prepaid Ocean Services Ltd.,1,1.04,Equity
Artemis Medicare Services Ltd.,1,1.03,Equity
Cello World Ltd.,1,1.03,Equity
Kotak Mahindra Bank Ltd.,1,1.02,Equity
Avenue Supermarts Ltd.,1,1.02,Equity
MAS Financial Services Ltd.,2,1.01,Equity
Sharda Cropchem Ltd.,1,1.01,Equity
Bank Of Maharashtra,1,1.01,Equity
Sequent Scientific Ltd.,1,1.01,Equity
Star Cement Ltd.,1,1.01,Equity
Aditya Birla Sun Life Amc Ltd.,1,1.0,Equity
Anupam Rasayan India Ltd.,1,0.99,Equity
CG Power & Industrial Solutions Ltd.,1,0.98,Equity
HLE Glascoat Ltd.,1,0.98,Equity
HI TECH PIPES LTD.,1,0.98,Equity
GAIL (India) Ltd.,1,0.96,Equity
Astec Lifesciences Ltd.,2,0.96,Equity
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),2,0.96,Equity
D B Corp Ltd.,1,0.95,Equity
Eveready Industries India Ltd.,1,0.95,Equity
Wheels India Ltd.,1,0.95,Equity
Pfizer Ltd.,1,0.94,Equity
Jindal Steel & Power Ltd.,1,0.93,Equity
eMudhra Ltd.,2,0.9299999999999999,Equity
United Spirits Ltd.,1,0.92,Equity
Raymond Ltd.,2,0.92,Equity
Gulf Oil Lubricants India Ltd.,2,0.9199999999999999,Equity
Lumax Industries Ltd.,1,0.91,Equity
Aditya Birla Fashion & Retail Ltd.,2,0.9099999999999999,Equity
Automotive Axles Ltd.,2,0.9,Equity
TCPL Packaging Ltd.,1,0.9,Equity
Mahindra & Mahindra Financial Services Ltd.,2,0.8899999999999999,Equity
Camlin Fine Sciences Ltd.,1,0.88,Equity
Saregama India Ltd.,1,0.88,Equity
Granules India Ltd.,1,0.87,Equity
Tracxn Technologies Ltd.,3,0.8500000000000001,Equity
Tata Chemicals Ltd.,1,0.84,Equity
NMDC Ltd.,1,0.84,Equity
IFGL Refractories Ltd.,1,0.83,Equity
Yatharth Hospital & Trauma Care Services Ltd.,3,0.81,Equity
Bank Of India,1,0.81,Equity
State Bank Of India,1,0.81,Equity
Adani Enterprises Ltd.,1,0.8,Equity
MRF Ltd.,1,0.79,Equity
MPS Ltd.,1,0.78,Equity
Au Small Finance Bank Ltd.,1,0.78,Equity
Fedbank Financial Services Ltd.,1,0.78,Equity
Ramco Industries Ltd.,1,0.77,Equity
Tanla Platforms Ltd.,1,0.76,Equity
Procter & Gamble Health Ltd.,1,0.75,Equity
Torrent Pharmaceuticals Ltd.,1,0.74,Equity
Container Corporation Of India Ltd.,2,0.74,Equity
Astrazeneca Pharma India Ltd.,1,0.73,Equity
Laxmi Organic Industries Ltd.,1,0.72,Equity
Relaxo Footwears Ltd.,1,0.72,Equity
Jindal Saw Ltd.,1,0.71,Equity
Tata Consumer Products Ltd.,1,0.71,Equity
Bayer Cropscience Ltd.,1,0.7,Equity
Orissa Minerals Development Company Ltd.,1,0.7,Equity
Shankara Building Products Ltd.,1,0.69,Equity
Windlas Biotech Ltd.,1,0.69,Equity
Vardhman Special Steels Ltd.,1,0.68,Equity
Heidelberg Cement India Ltd.,2,0.67,Equity
Amrutanjan Health Care Ltd.,1,0.67,Equity
Sumitomo Chemical India Ltd.,1,0.67,Equity
Stove Kraft Ltd.,1,0.65,Equity
Prataap Snacks Ltd.,1,0.64,Equity
Divi Laboratories Ltd.,1,0.64,Equity
Borosil Renewables Ltd.,1,0.64,Equity
Aarti Industries Ltd.,2,0.62,Equity
Harsha Engineers International Ltd.,2,0.61,Equity
TCI Express Ltd.,1,0.6,Equity
West Coast Paper Mills Ltd.,2,0.5900000000000001,Equity
Yatra Online Ltd.,1,0.59,Equity
Ambuja Cements Ltd.,2,0.5700000000000001,Equity
Neuland Laboratories Ltd.,1,0.57,Equity
Vindhya Telelinks Ltd.,1,0.56,Equity
Elecon Engineering Company Ltd.,1,0.55,Equity
Devyani International Ltd.,1,0.55,Equity
Deepak Fertilizers & Petrochemicals Corporation Ltd.,1,0.54,Equity
Butterfly Gandhimathi Appliances Ltd.,2,0.53,Equity
Johnson Controls - Hitachi Air Conditioning India Ltd.,1,0.52,Equity
Borosil Ltd.,1,0.5,Equity
Gujarat Gas Ltd.,1,0.49,Equity
Tech Mahindra Ltd.,1,0.48,Equity
Jash Engineering Ltd.,1,0.48,Equity
TV Today Network Ltd.,1,0.47,Equity
Oriental Aromatics Ltd.,1,0.46,Equity
Sterling Tools Ltd.,1,0.45,Equity
Wpil Ltd.,1,0.44,Equity
Tata Steel Ltd.,1,0.44,Equity
IDEAForge Technology Ltd.,2,0.43000000000000005,Equity
Cipla Ltd.,1,0.42,Equity
Alkyl Amines Chemicals Ltd.,1,0.42,Equity
Blue Jet Healthcare Ltd.,2,0.41000000000000003,Equity
